wave,year,happening,cause_recoded,sci_consensus,worry,harm_personally,harm_US,harm_dev_countries,harm_future_gen,harm_plants_animals,when_harm_US,reg_CO2_pollutant,reg_utilities,fund_research,discuss_GW,gender,age_category,educ_category,income_category,race,party_x_ideo,region4,employment,happening_cont,worry_cont,happening_labels,age_category_labels,educ_category_labels,income_category_labels
9,2013,3,natural and human,happening,4,4,4,4,4,4,5,4,4,4,3,male,3,3,3,white non hisp,liberal democrat,west,Working –as a paid employee,3.5719460329007813,3.747827992381628,yes,55+,college,more 100000
9,2013,3,natural and human,happening,4,4,4,4,4,4,6,1,2,2,1,male,1,2,1,black non hisp,independent,south,Working –as a paid employee,3.0140490014856356,4.94409353857671,yes,18-34,highschool,less 50000
9,2013,3,natural and human,dont know,2,1,3,4,4,4,6,2,2,3,1,male,2,2,1,black non hisp,no interest,south,Not working –looking,2.9268938434592506,2.9744268421559568,yes,35-54,highschool,less 50000
9,2013,3,natural and human,happening,3,2,2,2,3,4,5,3,3,3,3,male,3,3,2,white non hisp,moderate democrate,northeast,Working –as a paid employee,3.0301927931106847,2.5774517626143663,yes,55+,college,50000-99999
9,2013,3,natural and human,happening,3,4,3,3,3,3,6,4,4,4,2,female,3,2,1,hisp,independent,south,Not working –disabled,3.1462102031374792,2.99311764076588,yes,55+,highschool,less 50000
9,2013,3,natural and human,happening,3,3,3,4,4,4,6,4,4,4,3,female,3,3,2,white non hisp,liberal democrat,south,Not working –retired,3.0081973579124037,3.201781834824499,yes,55+,college,50000-99999
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,-1,-1,-1,2,female,3,2,1,white non hisp,moderate democrate,midwest,Not working –retired,0.21235329512541445,0.840409409564892,no,55+,highschool,less 50000
9,2013,3,natural,disagreement,3,2,2,2,3,3,3,2,3,2,3,male,2,3,2,white non hisp,conservative republican,west,Working –self-employe,2.6646748913532488,3.5058970148492983,yes,35-54,college,50000-99999
9,2013,3,natural and human,happening,3,3,3,3,4,3,6,3,3,3,1,female,3,4,3,white non hisp,independent,west,Not working –retired,2.749190336134239,3.9798576144060744,yes,55+,bachelor or higher,more 100000
9,2013,3,natural,happening,2,0,0,0,0,0,-1,3,3,4,1,female,2,3,1,hisp,no interest,northeast,Not working –disabled,2.86536555146737,2.5830097052331533,yes,35-54,college,less 50000
9,2013,3,natural and human,dont know,3,1,2,4,3,2,6,3,2,3,1,male,3,2,2,white non hisp,moderate republican,south,Not working –retired,3.4980460786287986,2.6320125210757204,yes,55+,highschool,50000-99999
9,2013,3,natural,disagreement,3,1,2,2,3,3,3,2,3,3,2,female,3,3,2,white non hisp,moderate democrate,south,Not working –retired,3.365283356472518,3.924652702840767,yes,55+,college,50000-99999
9,2013,3,natural,happening,2,3,4,4,4,4,6,4,4,4,3,male,2,2,2,black non hisp,liberal democrat,west,Working –as a paid employee,2.495053084157852,1.512777030747074,yes,35-54,highschool,50000-99999
9,2013,3,natural and human,happening,3,3,4,4,4,4,4,3,3,3,2,female,1,3,2,hisp,moderate republican,west,Not working –looking,2.5771498351241755,2.9426442835499302,yes,18-34,college,50000-99999
9,2013,1,natural,disagreement,2,1,1,1,1,1,1,1,1,2,3,male,2,4,3,white non hisp,conservative republican,south,Working –as a paid employee,0.535595675224819,2.4744655172824173,no,35-54,bachelor or higher,more 100000
9,2013,3,natural,disagreement,2,2,2,3,2,3,3,2,1,3,2,male,3,3,3,white non hisp,conservative republican,midwest,Not working –retired,2.7762497686685803,2.178538752858185,yes,55+,college,more 100000
9,2013,1,natural,happening,3,3,3,3,3,3,6,1,3,3,3,male,1,2,2,black non hisp,no interest,northeast,Working –as a paid employee,1.454452057891143,2.950740137933679,no,18-34,highschool,50000-99999
9,2013,3,natural and human,happening,3,2,3,3,4,4,4,2,3,2,3,male,3,4,1,white non hisp,conservative republican,midwest,Working –self-employe,2.968419503372566,2.9744437331252525,yes,55+,bachelor or higher,less 50000
9,2013,1,natural,disagreement,3,3,3,3,3,3,5,3,3,3,1,female,1,1,1,hisp,moderate republican,west,Working –as a paid employee,0.7408407016484927,2.917217740712959,no,18-34,no highschool,less 50000
9,2013,3,human,dont know,3,0,0,0,0,0,6,3,3,3,1,female,2,3,1,black non hisp,moderate democrate,midwest,Working –as a paid employee,3.1838038025896775,2.818240038460491,yes,35-54,college,less 50000
9,2013,3,natural and human,disagreement,4,4,4,4,4,4,6,4,4,3,2,male,1,4,2,white non hisp,liberal democrat,northeast,Working –as a paid employee,3.1127693963452367,4.601268492388134,yes,18-34,bachelor or higher,50000-99999
9,2013,2,natural,dont know,3,4,4,4,4,4,5,1,3,3,2,female,1,1,1,black non hisp,moderate democrate,south,Not working –looking,1.74396516938946,2.0056360369749786,dont know,18-34,no highschool,less 50000
9,2013,3,natural and human,happening,3,3,3,3,4,4,6,4,3,3,3,male,3,2,1,white non hisp,liberal democrat,midwest,Not working –retired,3.0953716709751538,2.8988261601342398,yes,55+,highschool,less 50000
9,2013,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,3,female,1,4,3,white non hisp,liberal democrat,south,Not working –looking,2.724622032048911,4.050356302879709,yes,18-34,bachelor or higher,more 100000
9,2013,3,natural,dont know,2,0,0,0,0,0,4,3,3,3,1,male,3,2,2,white non hisp,conservative republican,northeast,Not working –retired,3.635484397721258,2.149248083288057,yes,55+,highschool,50000-99999
9,2013,3,natural and human,happening,3,4,4,4,4,4,6,4,2,4,2,male,3,3,2,white non hisp,moderate democrate,midwest,Not working –other,2.78187920687755,3.620761190707686,yes,55+,college,50000-99999
9,2013,2,natural,happening,2,1,1,1,0,2,2,3,3,3,1,male,2,3,3,white non hisp,conservative republican,midwest,Working –as a paid employee,3.0701813941597784,2.4249126913710395,dont know,35-54,college,more 100000
9,2013,3,natural and human,disagreement,4,4,4,4,4,4,4,4,-1,4,3,male,3,4,2,white non hisp,liberal democrat,south,Not working –retired,3.9415236393500193,3.402465060343448,yes,55+,bachelor or higher,50000-99999
9,2013,3,natural and human,happening,4,2,3,4,4,4,6,4,4,4,4,male,3,4,3,white non hisp,liberal democrat,northeast,Not working –retired,2.978736782755389,3.8653974125767174,yes,55+,bachelor or higher,more 100000
9,2013,3,natural,dont know,1,1,1,2,3,3,5,1,1,1,1,female,1,2,1,black non hisp,moderate democrate,south,Working –as a paid employee,3.3611502748048636,1.362004670937703,yes,18-34,highschool,less 50000
9,2013,2,natural,dont know,2,2,3,3,3,3,6,3,3,4,1,male,3,2,2,white non hisp,moderate republican,west,Not working –retired,1.3514470673768115,1.7091654947896049,dont know,55+,highschool,50000-99999
9,2013,3,natural,disagreement,1,1,1,1,1,2,2,3,4,1,1,female,3,2,1,white non hisp,conservative republican,west,Not working –disabled,3.554844583120652,0.6522754546811036,yes,55+,highschool,less 50000
9,2013,3,natural and human,happening,3,2,3,3,4,3,5,3,3,4,2,male,1,4,3,white non hisp,liberal democrat,south,Working –as a paid employee,2.547374356383192,3.2268187507367148,yes,18-34,bachelor or higher,more 100000
9,2013,3,natural and human,disagreement,2,2,3,2,3,3,4,3,3,3,1,male,3,2,2,white non hisp,no interest,south,Not working –disabled,2.693365677242631,1.6376478131472272,yes,55+,highschool,50000-99999
9,2013,3,natural and human,happening,3,3,3,3,4,4,3,4,3,4,1,female,1,2,2,other non hisp,independent,west,Working –as a paid employee,3.4927653064005963,2.855117483102356,yes,18-34,highschool,50000-99999
9,2013,1,natural,disagreement,1,1,1,1,0,1,1,1,1,3,2,male,3,4,3,white non hisp,moderate democrate,midwest,Working –as a paid employee,0.6399305663189272,0.7631201650007343,no,55+,bachelor or higher,more 100000
9,2013,3,natural and human,happening,3,3,4,2,4,4,6,3,2,3,2,female,1,3,1,hisp,moderate republican,west,Working –self-employe,3.09154200962042,2.0931219029451413,yes,18-34,college,less 50000
9,2013,3,natural and human,happening,4,0,0,0,4,4,6,3,-1,-1,1,female,3,2,2,white non hisp,refused,west,Not working –retired,3.9700203520045734,3.592020842056567,yes,55+,highschool,50000-99999
9,2013,2,natural,dont know,2,2,2,3,3,3,1,3,3,4,3,male,3,4,2,white non hisp,conservative republican,northeast,Not working –retired,2.196977890768096,3.0523252889673227,dont know,55+,bachelor or higher,50000-99999
9,2013,2,natural,dont know,2,1,1,1,1,3,2,1,1,1,2,female,2,3,1,white non hisp,independent,west,Not working –disabled,2.56677664285962,1.3969397033984716,dont know,35-54,college,less 50000
9,2013,1,natural,not happening,1,1,1,1,1,1,1,1,1,1,1,female,2,3,1,hisp,conservative republican,south,Working –as a paid employee,0.6025713019141656,1.132247080242095,no,35-54,college,less 50000
9,2013,3,natural and human,dont know,3,3,3,3,4,4,6,3,3,3,1,male,3,3,2,white non hisp,moderate democrate,south,Working –as a paid employee,3.011470619182857,3.0701358131976253,yes,55+,college,50000-99999
9,2013,3,natural and human,happening,3,2,3,4,4,4,6,3,3,4,3,female,3,4,1,white non hisp,independent,northeast,Not working –retired,3.4122439875629063,2.665859855455832,yes,55+,bachelor or higher,less 50000
9,2013,3,natural,disagreement,3,2,3,4,4,4,5,3,4,3,1,male,3,3,3,white non hisp,conservative republican,midwest,Not working –retired,2.369436332279379,3.108334024887955,yes,55+,college,more 100000
9,2013,1,natural,not happening,1,1,2,1,1,1,2,2,1,2,1,male,3,2,1,white non hisp,independent,midwest,Working –as a paid employee,1.1332151487282638,0.8694732028085465,no,55+,highschool,less 50000
9,2013,3,natural and human,happening,3,3,4,4,4,4,6,3,3,3,3,female,3,3,3,white non hisp,moderate republican,south,Working –as a paid employee,3.371749315118561,2.9024914065189695,yes,55+,college,more 100000
9,2013,2,natural,disagreement,2,2,2,2,2,2,4,2,2,3,2,male,3,2,2,white non hisp,conservative republican,midwest,Not working –retired,2.8632388680283833,2.4329054584139227,dont know,55+,highschool,50000-99999
9,2013,2,natural,happening,2,1,1,1,1,1,2,3,3,3,1,female,2,2,2,white non hisp,moderate republican,south,Working –as a paid employee,2.3297298765789227,1.9941867566054354,dont know,35-54,highschool,50000-99999
9,2013,2,natural,disagreement,1,1,1,1,2,1,2,2,2,3,1,male,3,4,2,white non hisp,conservative republican,south,Not working –retired,2.1124796485006763,1.2117623303342278,dont know,55+,bachelor or higher,50000-99999
9,2013,3,natural and human,happening,4,4,4,4,4,4,5,4,4,4,3,male,2,2,1,black non hisp,liberal democrat,south,Working –as a paid employee,3.9104043199449166,3.604655409525036,yes,35-54,highschool,less 50000
9,2013,1,natural,disagreement,2,1,3,2,2,2,3,3,2,2,1,female,3,2,2,white non hisp,conservative republican,midwest,Not working –disabled,0.4409342426712488,2.6448478917710747,no,55+,highschool,50000-99999
9,2013,3,natural and human,happening,3,3,3,3,3,3,6,3,2,3,3,male,2,2,2,white non hisp,no interest,south,Not working –disabled,2.867729477359408,2.866452772063909,yes,35-54,highschool,50000-99999
9,2013,3,natural,happening,2,2,2,3,4,4,5,3,3,3,2,female,2,4,3,white non hisp,refused,northeast,Working –as a paid employee,2.8083034874779744,2.0233365727878216,yes,35-54,bachelor or higher,more 100000
9,2013,3,natural,disagreement,3,3,3,3,3,3,6,3,3,3,2,female,2,3,3,white non hisp,moderate democrate,south,Working –as a paid employee,2.589732186430415,2.8316067926744903,yes,35-54,college,more 100000
9,2013,1,natural,disagreement,1,1,1,1,1,1,1,1,1,2,2,male,2,3,3,white non hisp,conservative republican,south,Not working –other,0.7742275458136766,1.2237356620895214,no,35-54,college,more 100000
9,2013,3,other,dont know,1,4,4,4,4,4,6,3,1,4,1,female,3,3,1,white non hisp,no interest,northeast,Working –as a paid employee,3.2087422342279837,1.0159520811274911,yes,55+,college,less 50000
9,2013,1,not happening,dont know,1,1,1,1,1,1,1,3,1,3,1,male,2,3,1,white non hisp,conservative republican,south,Working –self-employe,0.40477975290420165,1.260547166654269,no,35-54,college,less 50000
9,2013,3,natural and human,happening,3,3,3,3,4,4,6,3,3,3,3,male,2,4,2,white non hisp,moderate republican,midwest,Working –as a paid employee,2.453568027895157,2.96813467168163,yes,35-54,bachelor or higher,50000-99999
9,2013,3,natural,dont know,2,2,2,2,2,2,2,1,1,3,1,female,3,4,3,white non hisp,moderate republican,midwest,Not working –retired,3.5545775530909114,2.66113767437754,yes,55+,bachelor or higher,more 100000
9,2013,3,human,happening,3,2,2,2,4,4,6,4,3,4,3,female,1,4,2,white non hisp,liberal democrat,south,Working –as a paid employee,2.506722959912054,2.765969577863344,yes,18-34,bachelor or higher,50000-99999
9,2013,2,other,dont know,2,2,2,2,3,3,5,2,2,2,1,female,3,2,2,white non hisp,conservative republican,south,Not working –retired,1.5843389000304062,3.05912839756901,dont know,55+,highschool,50000-99999
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,4,1,male,2,3,3,other non hisp,moderate republican,south,Working –as a paid employee,0.3622241953536953,1.0110226700080704,no,35-54,college,more 100000
9,2013,3,natural,disagreement,2,3,3,3,3,3,5,2,2,2,2,female,2,1,1,white non hisp,independent,south,Working –as a paid employee,3.092514158693887,1.814334856444558,yes,35-54,no highschool,less 50000
9,2013,2,natural,dont know,2,1,2,1,1,1,3,3,3,4,1,male,2,2,2,black non hisp,moderate democrate,south,Working –as a paid employee,1.5693503720818645,2.563259154469894,dont know,35-54,highschool,50000-99999
9,2013,3,natural,disagreement,2,1,2,2,3,4,2,3,1,3,2,female,3,1,1,white non hisp,independent,south,Not working –retired,2.4922463464853264,2.34664694553492,yes,55+,no highschool,less 50000
9,2013,1,natural,disagreement,1,1,1,1,1,1,1,1,1,1,1,female,3,2,3,white non hisp,conservative republican,west,Not working –other,1.3594865596869745,0.4667390560287298,no,55+,highschool,more 100000
9,2013,3,natural and human,happening,4,2,3,4,4,4,4,-1,-1,-1,3,male,1,4,3,white non hisp,liberal democrat,northeast,Working –as a paid employee,1.9740227310991127,4.011611166926959,yes,18-34,bachelor or higher,more 100000
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,2,2,2,2,male,1,4,1,white non hisp,independent,west,Working –as a paid employee,1.505799760096616,1.3577005337508192,no,18-34,bachelor or higher,less 50000
9,2013,3,natural and human,happening,4,1,3,3,4,4,6,4,4,4,3,male,1,4,3,white non hisp,moderate republican,northeast,Working –as a paid employee,3.6930601279001687,2.3051087109475494,yes,18-34,bachelor or higher,more 100000
9,2013,3,natural and human,happening,4,2,3,4,4,3,6,3,3,3,3,male,1,4,3,white non hisp,liberal democrat,northeast,Working –as a paid employee,3.7114571053021566,3.9505306481521445,yes,18-34,bachelor or higher,more 100000
9,2013,2,natural,disagreement,2,1,1,1,2,2,2,3,2,3,1,male,3,3,1,white non hisp,no interest,south,Not working –disabled,2.2486778260377296,1.586526045188182,dont know,55+,college,less 50000
9,2013,2,natural,dont know,2,0,0,0,0,0,3,3,3,3,1,female,3,2,1,white non hisp,conservative republican,south,Not working –disabled,2.2630547411301354,1.3490796119420425,dont know,55+,highschool,less 50000
9,2013,3,natural and human,dont know,2,0,0,0,0,0,6,-1,-1,-1,1,female,3,3,2,black non hisp,moderate democrate,south,Not working –retired,3.632311372306293,1.7027523638461424,yes,55+,college,50000-99999
9,2013,1,other,not happening,2,1,2,2,3,3,1,3,3,1,1,male,3,4,1,white non hisp,conservative republican,south,Working –as a paid employee,0.7118861816595641,1.3769684895694856,no,55+,bachelor or higher,less 50000
9,2013,1,natural,disagreement,1,1,1,1,1,1,1,3,2,3,2,female,2,4,3,white non hisp,moderate republican,midwest,Working –as a paid employee,1.0468363490473445,0.6562951724638355,no,35-54,bachelor or higher,more 100000
9,2013,1,natural,not happening,1,1,1,1,1,1,1,1,1,1,2,male,3,2,3,white non hisp,conservative republican,northeast,Working –self-employe,0.4577053979257717,1.1573548116080075,no,55+,highschool,more 100000
9,2013,3,natural and human,happening,3,2,2,3,4,4,3,3,4,4,3,male,1,4,2,white non hisp,liberal democrat,northeast,Working –as a paid employee,3.443307774684521,3.1712013764666405,yes,18-34,bachelor or higher,50000-99999
9,2013,3,natural,dont know,2,3,3,3,3,3,4,2,2,2,3,female,3,2,2,white non hisp,no interest,northeast,Not working –retired,3.08733704893865,1.9240845222444123,yes,55+,highschool,50000-99999
9,2013,1,natural,dont know,1,3,3,3,3,3,1,2,2,2,4,male,1,3,1,white non hisp,moderate republican,midwest,Not working –looking,0.6914877528222083,1.0889202103257427,no,18-34,college,less 50000
9,2013,3,natural and human,happening,3,2,3,4,4,4,4,4,4,3,2,male,2,4,2,white non hisp,moderate democrate,south,Working –as a paid employee,2.4250895229708487,3.170670916703824,yes,35-54,bachelor or higher,50000-99999
9,2013,3,natural,disagreement,3,2,3,3,3,3,5,4,4,3,2,female,1,4,3,hisp,liberal democrat,northeast,Working –as a paid employee,2.807020955642469,3.384967264387048,yes,18-34,bachelor or higher,more 100000
9,2013,1,not happening,disagreement,2,0,0,0,0,0,1,-1,-1,-1,1,female,1,4,2,white non hisp,independent,west,Working –self-employe,0.6983053413287975,1.417716251253141,no,18-34,bachelor or higher,50000-99999
9,2013,2,natural and human,dont know,1,1,1,1,2,2,1,3,3,3,1,male,2,2,1,white non hisp,no interest,northeast,Not working –looking,1.9302082996951686,0.5177900909407236,dont know,35-54,highschool,less 50000
9,2013,3,natural and human,happening,2,2,2,3,3,3,3,3,3,3,1,male,3,2,1,white non hisp,liberal democrat,midwest,Not working –retired,3.8072441716930028,2.1198121956568823,yes,55+,highschool,less 50000
9,2013,2,natural,disagreement,2,2,3,2,3,3,4,3,2,3,2,male,3,2,2,white non hisp,conservative republican,midwest,Not working –retired,2.1464288461743366,1.8687325745603527,dont know,55+,highschool,50000-99999
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,1,3,male,3,4,3,white non hisp,conservative republican,south,Working –as a paid employee,0.07262722956323331,1.8981934236868323,no,55+,bachelor or higher,more 100000
9,2013,3,natural and human,happening,4,3,3,3,4,4,6,4,4,4,1,female,3,2,2,white non hisp,moderate democrate,south,Not working –other,2.531799790336692,4.040160503366977,yes,55+,highschool,50000-99999
9,2013,3,natural and human,dont know,3,3,3,3,4,4,6,2,2,4,3,female,2,3,1,white non hisp,no interest,south,Not working –disabled,2.3510200847180918,2.7646566838403577,yes,35-54,college,less 50000
9,2013,1,natural,disagreement,1,1,1,1,2,2,1,3,3,3,1,female,3,3,2,white non hisp,conservative republican,northeast,Not working –retired,0.6637393135180776,0.4225577800298097,no,55+,college,50000-99999
9,2013,3,natural and human,dont know,2,0,0,0,0,0,6,3,2,3,2,male,2,2,2,white non hisp,no interest,west,Working –as a paid employee,2.5163586542302894,1.8892402522205365,yes,35-54,highschool,50000-99999
9,2013,3,natural,happening,2,3,3,3,3,3,4,3,3,3,2,male,3,2,2,white non hisp,moderate democrate,south,Not working –retired,2.1914154037440903,2.629498505376783,yes,55+,highschool,50000-99999
9,2013,3,natural and human,happening,3,3,4,4,4,4,6,3,3,4,2,male,3,3,1,white non hisp,independent,west,Not working –retired,3.923742540118343,2.761406378150602,yes,55+,college,less 50000
9,2013,3,natural and human,happening,4,0,4,4,4,4,6,4,3,4,4,female,3,2,1,white non hisp,moderate democrate,midwest,Not working –retired,4.231560106095568,4.606064701200908,yes,55+,highschool,less 50000
9,2013,3,human,happening,4,4,4,4,4,4,6,3,3,3,3,male,1,3,1,white non hisp,moderate democrate,midwest,Not working –looking,2.95799665945868,3.9002006842698496,yes,18-34,college,less 50000
9,2013,1,not happening,not happening,1,1,1,1,1,1,1,1,1,1,3,female,3,3,2,white non hisp,conservative republican,west,Not working –other,0.8203132241848576,1.3657538187590907,no,55+,college,50000-99999
9,2013,1,other,disagreement,1,1,1,1,1,1,1,3,2,3,1,female,1,3,1,white non hisp,conservative republican,south,Working –as a paid employee,0.814094393154225,0.02070755157816906,no,18-34,college,less 50000
9,2013,3,natural and human,happening,3,2,3,4,4,4,5,4,4,4,3,male,3,3,2,white non hisp,liberal democrat,northeast,Not working –retired,3.032772627921617,2.2655295207600323,yes,55+,college,50000-99999
9,2013,3,natural,disagreement,1,1,2,2,3,2,4,2,2,3,1,male,3,4,1,white non hisp,conservative republican,south,Not working –retired,2.938146305225312,1.1904240046315655,yes,55+,bachelor or higher,less 50000
9,2013,3,natural and human,dont know,2,1,2,3,4,4,6,3,3,3,1,female,2,3,2,white non hisp,conservative republican,northeast,Working –as a paid employee,2.9070192068403236,2.0369741072646526,yes,35-54,college,50000-99999
9,2013,3,natural and human,happening,4,3,4,4,4,4,6,4,4,4,4,male,3,4,3,white non hisp,liberal democrat,midwest,Not working –retired,2.506340801659178,3.7897318351223226,yes,55+,bachelor or higher,more 100000
9,2013,2,natural,dont know,3,0,0,0,0,0,6,2,2,2,2,female,3,2,1,white non hisp,no interest,south,Not working –disabled,1.3712392396901922,3.194585933950025,dont know,55+,highschool,less 50000
9,2013,1,not happening,not happening,2,1,2,2,2,2,3,3,3,3,1,male,3,2,1,white non hisp,moderate republican,south,Not working –disabled,1.4555489973911113,1.4313506579335802,no,55+,highschool,less 50000
9,2013,3,natural and human,happening,3,3,3,4,4,4,6,3,4,4,2,male,3,3,3,white non hisp,moderate democrate,south,Not working –retired,3.5063035709232375,2.9676222020989234,yes,55+,college,more 100000
9,2013,1,natural,disagreement,1,1,1,1,1,1,1,2,1,1,2,female,3,3,2,hisp,conservative republican,south,Working –as a paid employee,1.6258819050889137,1.6673040674601032,no,55+,college,50000-99999
9,2013,1,not happening,disagreement,1,1,1,1,1,1,1,1,1,1,4,male,3,3,1,white non hisp,conservative republican,midwest,Not working –retired,1.4756008085573862,0.8429874463825351,no,55+,college,less 50000
9,2013,3,natural,happening,2,3,4,3,0,0,5,3,4,2,1,male,2,2,1,white non hisp,moderate republican,northeast,Not working –disabled,3.492905641735604,2.0155391122966657,yes,35-54,highschool,less 50000
9,2013,3,natural and human,happening,4,4,4,4,4,4,4,4,3,3,3,male,2,3,2,other non hisp,no interest,west,Working –as a paid employee,2.9101649881708673,3.6629920459803422,yes,35-54,college,50000-99999
9,2013,3,natural and human,happening,3,2,2,2,2,2,4,3,4,4,2,male,3,4,3,white non hisp,moderate republican,midwest,Working –as a paid employee,2.9462688693251087,2.7597455717849773,yes,55+,bachelor or higher,more 100000
9,2013,3,natural and human,disagreement,4,4,4,4,4,4,6,4,4,4,1,male,3,2,1,white non hisp,independent,west,Not working –retired,2.977810771329591,4.443324950181067,yes,55+,highschool,less 50000
9,2013,1,natural,disagreement,1,1,1,1,1,1,1,2,1,1,2,female,3,1,1,white non hisp,conservative republican,west,Not working –retired,-0.5999271382790456,1.03265956283436,no,55+,no highschool,less 50000
9,2013,1,not happening,not happening,1,1,1,1,1,1,1,1,1,2,2,female,3,2,2,white non hisp,moderate democrate,south,Working –as a paid employee,0.6511116131115524,0.7781242038106685,no,55+,highschool,50000-99999
9,2013,3,natural and human,happening,4,3,4,0,0,0,6,4,4,4,2,male,2,3,3,white non hisp,liberal democrat,west,Working –as a paid employee,1.3849222224048936,3.763618952551871,yes,35-54,college,more 100000
9,2013,2,natural,disagreement,2,1,1,1,1,2,2,2,2,2,2,female,2,2,3,white non hisp,conservative republican,northeast,Working –as a paid employee,1.7921206158696341,1.858854975895341,dont know,35-54,highschool,more 100000
9,2013,3,natural and human,happening,4,3,3,3,3,3,6,4,3,4,3,male,1,3,3,white non hisp,independent,midwest,Working –as a paid employee,2.858243200246701,4.197659120081832,yes,18-34,college,more 100000
9,2013,3,natural and human,happening,4,4,4,4,4,4,6,3,3,3,2,male,2,2,1,white non hisp,no interest,midwest,Working –as a paid employee,3.0473287959580047,4.5091376548132,yes,35-54,highschool,less 50000
9,2013,3,natural,dont know,2,3,4,4,4,4,4,3,1,2,1,female,3,2,2,white non hisp,moderate democrate,west,Not working –retired,2.6782825601560907,2.413441518468133,yes,55+,highschool,50000-99999
9,2013,3,natural and human,happening,4,2,4,4,4,4,6,4,3,4,2,male,3,4,2,hisp,independent,west,Working –as a paid employee,2.724584873649724,3.0905442891951207,yes,55+,bachelor or higher,50000-99999
9,2013,3,natural,happening,2,2,2,3,2,2,5,3,3,3,3,male,3,4,3,white non hisp,moderate democrate,south,Working –as a paid employee,1.6751678333722417,2.630369581948468,yes,55+,bachelor or higher,more 100000
9,2013,3,natural and human,disagreement,3,3,4,4,4,4,2,3,3,3,2,female,1,1,3,white non hisp,moderate republican,midwest,Working –as a paid employee,2.664741669583377,3.3472618933558635,yes,18-34,no highschool,more 100000
9,2013,3,natural,dont know,2,3,3,4,4,3,6,4,3,4,2,female,3,4,3,white non hisp,moderate democrate,west,Working –self-employe,2.9830000645002412,1.958066984956038,yes,55+,bachelor or higher,more 100000
9,2013,3,natural and human,happening,4,3,3,4,4,4,6,4,4,4,4,female,2,3,1,white non hisp,liberal democrat,west,Not working –looking,2.8914912906605315,3.392180425671911,yes,35-54,college,less 50000
9,2013,2,natural and human,disagreement,3,1,2,3,4,4,5,3,3,3,1,male,3,4,3,white non hisp,moderate democrate,northeast,Working –self-employe,2.0677270723866745,3.4510774959159707,dont know,55+,bachelor or higher,more 100000
9,2013,3,natural and human,happening,3,3,3,4,4,4,5,3,3,3,3,male,2,4,1,hisp,moderate democrate,west,Working –as a paid employee,3.467606851358674,4.257870884043829,yes,35-54,bachelor or higher,less 50000
9,2013,3,natural and human,happening,2,1,3,0,4,4,4,4,4,4,2,male,1,2,2,white non hisp,independent,midwest,Working –as a paid employee,2.3263002834540316,2.2091604278378516,yes,18-34,highschool,50000-99999
9,2013,3,natural and human,dont know,4,4,4,0,4,4,2,3,3,3,1,male,2,2,3,white non hisp,moderate democrate,west,Not working –disabled,3.577248663999696,4.816626299317968,yes,35-54,highschool,more 100000
9,2013,3,natural and human,happening,4,4,4,4,4,4,6,4,4,4,4,male,1,1,1,hisp,moderate republican,northeast,Working –as a paid employee,2.8641362154941246,3.410100480428944,yes,18-34,no highschool,less 50000
9,2013,3,natural,disagreement,2,2,2,2,2,2,3,3,3,3,2,female,3,4,2,white non hisp,no interest,northeast,Not working –temporary,2.5227363388935444,1.6410510141612082,yes,55+,bachelor or higher,50000-99999
9,2013,1,natural,disagreement,1,2,3,3,2,2,1,3,2,2,3,female,3,1,1,white non hisp,conservative republican,northeast,Not working –disabled,1.6434346322533973,0.705179016474984,no,55+,no highschool,less 50000
9,2013,1,not happening,dont know,2,-1,-1,-1,-1,-1,-1,-1,4,-1,3,male,1,4,3,white non hisp,refused,midwest,Working –as a paid employee,1.4224232673363255,1.977273726676913,no,18-34,bachelor or higher,more 100000
9,2013,3,natural and human,happening,3,3,3,3,4,4,5,4,4,4,2,male,3,1,1,white non hisp,moderate democrate,northeast,Working –as a paid employee,3.3890866988421577,3.9686898388928884,yes,55+,no highschool,less 50000
9,2013,2,natural,dont know,2,1,1,3,3,3,1,2,3,3,2,female,3,2,3,white non hisp,moderate democrate,west,Working –self-employe,1.669207446132983,1.0064538557967033,dont know,55+,highschool,more 100000
9,2013,3,natural,happening,2,2,2,3,2,3,3,1,2,3,3,male,3,4,2,white non hisp,conservative republican,west,Not working –retired,4.135823723138985,0.3827538621685609,yes,55+,bachelor or higher,50000-99999
9,2013,2,natural and human,disagreement,2,2,3,4,4,3,3,4,2,3,2,male,1,4,1,white non hisp,conservative republican,south,Working –as a paid employee,2.6723576900139525,1.9643998182677576,dont know,18-34,bachelor or higher,less 50000
9,2013,1,natural,disagreement,1,1,1,1,1,1,1,1,1,1,1,male,3,2,3,white non hisp,moderate republican,south,Not working –retired,0.9870890330909458,1.3347727899076074,no,55+,highschool,more 100000
9,2013,1,not happening,not happening,1,1,1,1,1,1,1,3,2,3,2,female,3,4,1,white non hisp,independent,northeast,Working –as a paid employee,1.039223644243623,1.4432645530202308,no,55+,bachelor or higher,less 50000
9,2013,2,natural and human,dont know,2,3,3,3,3,3,6,2,2,2,1,female,1,2,3,white non hisp,no interest,northeast,Not working –other,1.9344260583585173,1.9073938733424898,dont know,18-34,highschool,more 100000
